,PC,bacteria_id,loading,sign,bacteria_name
0,PC1,1,1.296465318860882,negative,Actinomycetaceae
1,PC1,2,0.027448522691328348,positive,Aerococcus
2,PC1,3,1.295870968479276,negative,Aeromonas
3,PC1,4,267.6361275366081,negative,Akkermansia
4,PC1,5,165.0513707894869,positive,Alcaligenes faecalis et rel.
5,PC1,6,2791.9837421612992,negative,Allistipes et rel.
6,PC1,7,0.1434540920009136,positive,Anaerobiospirillum
7,PC1,8,4.062025302458027,negative,Anaerofustis
8,PC1,9,1765.4595407286365,negative,Anaerostipes caccae et rel.
9,PC1,10,57.11594686677722,positive,Anaerotruncus colihominis et rel.
10,PC1,11,180.20697225511609,negative,Anaerovorax odorimutans et rel.
11,PC1,12,1.7350145379770454,negative,Aneurinibacillus
12,PC1,13,19.75003318271493,positive,Aquabacterium
13,PC1,14,0.13288620363053574,positive,Asteroleplasma et rel.
14,PC1,15,1.418912550039087,negative,Atopobium
15,PC1,16,0.27968148359401457,negative,Bacillus
16,PC1,17,1973.4778613839171,negative,Bacteroides fragilis et rel.
17,PC1,18,172.73610291247323,negative,Bacteroides intestinalis et rel.
18,PC1,19,761.429499488367,negative,Bacteroides ovatus et rel.
19,PC1,20,70.17717726572148,positive,Bacteroides plebeius et rel.
20,PC1,21,54.42398274816475,negative,Bacteroides splachnicus et rel.
21,PC1,22,225.1913507152731,negative,Bacteroides stercoris et rel.
22,PC1,23,1778.8417446847209,negative,Bacteroides uniformis et rel.
23,PC1,24,8764.21776444934,negative,Bacteroides vulgatus et rel.
24,PC1,25,1346.4640610340114,negative,Bifidobacterium
25,PC1,26,11.46392158420106,positive,Bilophila et rel.
26,PC1,27,2.168334766511638,positive,Brachyspira
27,PC1,28,1096.2048898921853,negative,Bryantella formatexigens et rel.
28,PC1,29,4.258519170634074,negative,Bulleidia moorei et rel.
29,PC1,30,36.40148571967946,positive,Burkholderia
30,PC1,31,729.2536321110621,negative,Butyrivibrio crossotus et rel.
31,PC1,32,1.5063960963987038,positive,Campylobacter
32,PC1,33,24.369999534117362,positive,Catenibacterium mitsuokai et rel.
33,PC1,34,21.4093682943514,negative,Clostridium (sensu stricto)
34,PC1,35,1163.4033368232824,negative,Clostridium cellulosi et rel.
35,PC1,36,218.03807882910837,negative,Clostridium colinum et rel.
36,PC1,37,300.6211866303568,negative,Clostridium difficile et rel.
37,PC1,38,0.03229855341403019,negative,Clostridium felsineum et rel.
38,PC1,39,2221.7202632349886,negative,Clostridium leptum et rel.
39,PC1,40,1304.4604187746352,negative,Clostridium nexile et rel.
40,PC1,41,2846.3801944268894,negative,Clostridium orbiscindens et rel.
