,PC,bacteria_id,loading,sign,bacteria_name
0,1,1,2.1173141377202422,negative,Actinomycetaceae
1,1,2,0.9052959845166623,negative,Aerococcus
2,1,3,2.503984337294687,negative,Aeromonas
3,1,4,1483.9811623187081,negative,Akkermansia
4,1,5,7.074567289428979,negative,Alcaligenes faecalis et rel.
5,1,6,2220.441270314788,negative,Allistipes et rel.
6,1,7,0.6354207545125381,negative,Anaerobiospirillum
7,1,8,1.1724520413132666,negative,Anaerofustis
8,1,9,2266.2177266113463,negative,Anaerostipes caccae et rel.
9,1,10,181.84151980652302,negative,Anaerotruncus colihominis et rel.
10,1,11,169.22987946561182,negative,Anaerovorax odorimutans et rel.
11,1,12,0.7320633632803278,negative,Aneurinibacillus
12,1,13,4.9649547116816155,negative,Aquabacterium
13,1,14,0.8640707499263292,negative,Asteroleplasma et rel.
14,1,15,2.9519866271335204,negative,Atopobium
15,1,16,5.179227223457218,negative,Bacillus
16,1,17,1434.5009395773595,negative,Bacteroides fragilis et rel.
17,1,18,55.36872558534512,negative,Bacteroides intestinalis et rel.
18,1,19,375.8388564430448,negative,Bacteroides ovatus et rel.
19,1,20,857.7810302447826,negative,Bacteroides plebeius et rel.
20,1,21,230.26233952752227,negative,Bacteroides splachnicus et rel.
21,1,22,210.52022739638804,negative,Bacteroides stercoris et rel.
22,1,23,1398.5390615430986,negative,Bacteroides uniformis et rel.
23,1,24,8939.587965197403,negative,Bacteroides vulgatus et rel.
24,1,25,3055.5018686568487,negative,Bifidobacterium
25,1,26,7.4572713882957276,negative,Bilophila et rel.
26,1,27,1.7655706916457374,negative,Brachyspira
27,1,28,80.00987154269272,positive,Bryantella formatexigens et rel.
28,1,29,9.856348683785289,negative,Bulleidia moorei et rel.
29,1,30,3.6331248897811124,negative,Burkholderia
30,1,31,631.0375360510573,positive,Butyrivibrio crossotus et rel.
31,1,32,8.923204193820713,negative,Campylobacter
32,1,33,12.019814205019163,negative,Catenibacterium mitsuokai et rel.
33,1,34,237.39118856497515,negative,Clostridium (sensu stricto)
34,1,35,5896.640878137818,negative,Clostridium cellulosi et rel.
35,1,36,159.80340724554551,negative,Clostridium colinum et rel.
36,1,37,426.1065870635189,negative,Clostridium difficile et rel.
37,1,38,2.0177473024281056,negative,Clostridium felsineum et rel.
38,1,39,3495.737294510983,negative,Clostridium leptum et rel.
39,1,40,100.39726881329386,negative,Clostridium nexile et rel.
40,1,41,3349.3416418128213,negative,Clostridium orbiscindens et rel.
41,1,42,37.23223945222504,negative,Clostridium ramosum et rel.
42,1,43,50.7976864735911,negative,Clostridium sphenoides et rel.
43,1,44,287.04634629509127,negative,Clostridium stercorarium et rel.
44,1,45,602.0702078200422,positive,Clostridium symbiosum et rel.
45,1,46,3.3524957644487214,negative,Clostridium thermocellum et rel.
46,1,47,119.01115717201421,negative,Collinsella
47,1,48,102.50336632979841,negative,Coprobacillus catenaformis et rel.
48,1,49,1851.1908795580337,negative,Coprococcus eutactus et rel.
49,1,50,0.5396349847025584,negative,Corynebacterium
50,1,51,6.895078983864492,negative,Desulfovibrio et rel.
51,1,52,502.2932155520404,negative,Dialister
52,1,53,475.9333290361904,negative,Dorea formicigenerans et rel.
53,1,54,10.02010930396465,negative,Eggerthella lenta et rel.
54,1,55,23.621405420495435,negative,Enterobacter aerogenes et rel.
55,1,56,7.283881652340042,negative,Enterococcus
56,1,57,85.47903556394147,negative,Escherichia coli et rel.
57,1,58,124.45903991215943,negative,Eubacterium biforme et rel.
58,1,59,28.48859001357683,negative,Eubacterium cylindroides et rel.
59,1,60,657.6938880037137,negative,Eubacterium hallii et rel.
60,1,61,11.81291480682854,negative,Eubacterium limosum et rel.
61,1,62,86.37997111997133,negative,Eubacterium rectale et rel.
62,1,63,10.458287398583249,positive,Eubacterium siraeum et rel.
63,1,64,813.9107832369328,negative,Eubacterium ventriosum et rel.
64,1,65,7124.361516888475,negative,Faecalibacterium prausnitzii et rel.
65,1,66,7.441396596025324,negative,Fusobacteria
66,1,67,0.7084106280761399,negative,Gemella
67,1,68,1.202024545023558,negative,Granulicatella
68,1,69,1.615512618927457,negative,Haemophilus
69,1,70,4.858344384825512,negative,Helicobacter
70,1,71,19.882764840806754,negative,Klebisiella pneumoniae et rel.
71,1,72,649.9463970849944,positive,Lachnobacillus bovis et rel.
72,1,73,439.5595989969863,negative,Lachnospira pectinoschiza et rel.
73,1,74,1.6503415154485621,negative,Lactobacillus catenaformis et rel.
74,1,75,129.6648096649839,negative,Lactobacillus gasseri et rel.
75,1,76,85.50896824832208,negative,Lactobacillus plantarum et rel.
76,1,77,5.699528486587436,negative,Lactobacillus salivarius et rel.
77,1,78,11.343747569669212,negative,Lactococcus
78,1,79,3.478543904983305,negative,Leminorella
79,1,80,342.3151181489454,positive,Megamonas hypermegale et rel.
80,1,81,39.23195217742811,negative,Megasphaera elsdenii et rel.
81,1,82,1.3407122570970587,negative,Methylobacterium
82,1,83,0.9085373451519417,negative,Micrococcaceae
83,1,84,6.968811441306666,positive,Mitsuokella multiacida et rel.
84,1,85,3.3117430849076106,negative,Moraxellaceae
