,PC,bacteria_id,loading,sign,bacteria_name
0,PC1,1,1.0043847191671116,positive,Actinomycetaceae
1,PC1,2,0.1262245881207926,negative,Aerococcus
2,PC1,3,0.22763980976415807,negative,Aeromonas
3,PC1,4,106.1440698786445,negative,Akkermansia
4,PC1,5,5.231307925339527,positive,Alcaligenes faecalis et rel.
5,PC1,6,257.83057611502096,positive,Allistipes et rel.
6,PC1,7,0.06765167283039382,positive,Anaerobiospirillum
7,PC1,8,2.744998744188007,negative,Anaerofustis
8,PC1,9,609.9818260756077,negative,Anaerostipes caccae et rel.
9,PC1,10,98.1252603488686,positive,Anaerotruncus colihominis et rel.
10,PC1,11,110.57739048386043,negative,Anaerovorax odorimutans et rel.
11,PC1,12,0.6612601710431641,positive,Aneurinibacillus
12,PC1,13,6.251556140151541,negative,Aquabacterium
13,PC1,14,0.1525266145598139,positive,Asteroleplasma et rel.
14,PC1,15,0.23597450895273303,positive,Atopobium
15,PC1,16,0.3874833382867308,positive,Bacillus
16,PC1,17,617.4638133286026,negative,Bacteroides fragilis et rel.
17,PC1,18,57.77623641314981,negative,Bacteroides intestinalis et rel.
18,PC1,19,163.457832095026,positive,Bacteroides ovatus et rel.
19,PC1,20,209.0111236091698,positive,Bacteroides plebeius et rel.
20,PC1,21,143.46026595087773,positive,Bacteroides splachnicus et rel.
21,PC1,22,134.29675154492304,negative,Bacteroides stercoris et rel.
22,PC1,23,987.37159120196,negative,Bacteroides uniformis et rel.
23,PC1,24,1756.025130495912,positive,Bacteroides vulgatus et rel.
24,PC1,25,1498.0328782593856,negative,Bifidobacterium
25,PC1,26,0.019848581558915456,positive,Bilophila et rel.
26,PC1,27,2.8731537354841516,negative,Brachyspira
27,PC1,28,1317.1456696104758,positive,Bryantella formatexigens et rel.
28,PC1,29,5.264554378488577,negative,Bulleidia moorei et rel.
29,PC1,30,15.488228189655654,positive,Burkholderia
30,PC1,31,970.3077474501332,positive,Butyrivibrio crossotus et rel.
31,PC1,32,0.34748100890087774,positive,Campylobacter
32,PC1,33,162.1576146080173,positive,Catenibacterium mitsuokai et rel.
33,PC1,34,76.34378974760706,negative,Clostridium (sensu stricto)
34,PC1,35,4449.414889436551,negative,Clostridium cellulosi et rel.
35,PC1,36,196.3894838622966,positive,Clostridium colinum et rel.
36,PC1,37,8502.89181015786,positive,Clostridium difficile et rel.
37,PC1,38,0.5493268470857876,positive,Clostridium felsineum et rel.
38,PC1,39,1052.4961094381472,negative,Clostridium leptum et rel.
39,PC1,40,940.3354422999139,negative,Clostridium nexile et rel.
40,PC1,41,852.4419375932926,negative,Clostridium orbiscindens et rel.
41,PC1,42,45.150990294685265,negative,Clostridium ramosum et rel.
42,PC1,43,456.6222897354975,negative,Clostridium sphenoides et rel.
43,PC1,44,257.5281206947296,negative,Clostridium stercorarium et rel.
44,PC1,45,1711.9029152512817,positive,Clostridium symbiosum et rel.
45,PC1,46,0.14869702654380826,positive,Clostridium thermocellum et rel.
46,PC1,47,121.17982065567077,positive,Collinsella
47,PC1,48,51.96173450776994,negative,Coprobacillus catenaformis et rel.
48,PC1,49,3684.9243773743824,negative,Coprococcus eutactus et rel.
49,PC1,50,0.5848032473140353,positive,Corynebacterium
50,PC1,51,3.6598043305696857,negative,Desulfovibrio et rel.
51,PC1,52,4160.986268407489,positive,Dialister
52,PC1,53,295.1068348250915,positive,Dorea formicigenerans et rel.
53,PC1,54,7.249592671363311,positive,Eggerthella lenta et rel.
54,PC1,55,74.48238426896145,positive,Enterobacter aerogenes et rel.
55,PC1,56,1.7091181311814154,positive,Enterococcus
56,PC1,57,149.55789501779063,negative,Escherichia coli et rel.
57,PC1,58,130.89939105420754,negative,Eubacterium biforme et rel.
58,PC1,59,147.94167098274215,negative,Eubacterium cylindroides et rel.
59,PC1,60,76.08313000805494,negative,Eubacterium hallii et rel.
60,PC1,61,7.7360539512978175,negative,Eubacterium limosum et rel.
61,PC1,62,77.82601489010128,negative,Eubacterium rectale et rel.
62,PC1,63,36.69367346979591,positive,Eubacterium siraeum et rel.
63,PC1,64,388.8680372509903,positive,Eubacterium ventriosum et rel.
64,PC1,65,813.6128106939449,positive,Faecalibacterium prausnitzii et rel.
65,PC1,66,4.803884061722075,positive,Fusobacteria
66,PC1,67,0.1015854757788132,positive,Gemella
67,PC1,68,0.48184028831918646,positive,Granulicatella
68,PC1,69,2.588935914739763,negative,Haemophilus
69,PC1,70,1.0153032115715452,positive,Helicobacter
70,PC1,71,20.784168228793167,positive,Klebisiella pneumoniae et rel.
71,PC1,72,1009.8760243241426,positive,Lachnobacillus bovis et rel.
72,PC1,73,271.0335775458019,negative,Lachnospira pectinoschiza et rel.
73,PC1,74,9.053853621290303,positive,Lactobacillus catenaformis et rel.
74,PC1,75,208.90466304930357,negative,Lactobacillus gasseri et rel.
75,PC1,76,46.13207442423012,negative,Lactobacillus plantarum et rel.
76,PC1,77,9.685001719374174,positive,Lactobacillus salivarius et rel.
77,PC1,78,77.24499647217566,negative,Lactococcus
78,PC1,79,0.9132530666600449,positive,Leminorella
79,PC1,80,258.0134361241176,positive,Megamonas hypermegale et rel.
80,PC1,81,163.3606590944876,positive,Megasphaera elsdenii et rel.
81,PC1,82,0.36812974856067365,positive,Methylobacterium
82,PC1,83,0.39453458971323574,positive,Micrococcaceae
83,PC1,84,11.736601283552664,negative,Mitsuokella multiacida et rel.
84,PC1,85,2.3126414755440505,negative,Moraxellaceae
85,PC1,86,1.0405007257943952,positive,Novosphingobium
86,PC1,87,3.451921278730977,positive,Oceanospirillum
87,PC1,88,4552.109610086754,negative,Oscillospira guillermondii et rel.
88,PC1,89,236.1981559476446,positive,Outgrouping clostridium cluster XIVa
89,PC1,90,23.67321349074521,positive,Oxalobacter formigenes et rel.
90,PC1,91,312.0255469643487,positive,Papillibacter cinnamivorans et rel.
91,PC1,92,591.9070355255785,positive,Parabacteroides distasonis et rel.
92,PC1,93,23.700164108986122,negative,Peptococcus niger et rel.
93,PC1,94,0.48122916523714276,negative,Peptostreptococcus anaerobius et rel.
94,PC1,95,0.7419268651886464,positive,Peptostreptococcus micros et rel.
95,PC1,96,203.27833531950012,positive,Phascolarctobacterium faecium et rel.
96,PC1,97,174931.58304711478,positive,Prevotella melaninogenica et rel.
97,PC1,98,26363.727132820648,positive,Prevotella oralis et rel.
98,PC1,99,8.360543940912772,positive,Prevotella ruminicola et rel.
99,PC1,100,27.391683899734563,negative,Prevotella tannerae et rel.
100,PC1,101,5.263481036005892,negative,Propionibacterium
101,PC1,102,1.198637641616904,negative,Proteus et rel.
102,PC1,103,2.9921227197103315,negative,Pseudomonas
