,PC,bacteria_id,loading,sign,bacteria_name
0,PC1,1,3.9254079305553216,negative,Actinomycetaceae
1,PC1,2,2.848133096960295,negative,Aerococcus
2,PC1,3,2.831610863396055,negative,Aeromonas
3,PC1,4,1391.944399359174,negative,Akkermansia
4,PC1,5,3.925054156176054,positive,Alcaligenes faecalis et rel.
5,PC1,6,2376.743512733434,negative,Allistipes et rel.
6,PC1,7,1.4925844337325211,negative,Anaerobiospirillum
7,PC1,8,4.604709654452943,negative,Anaerofustis
8,PC1,9,2590.0887890451063,negative,Anaerostipes caccae et rel.
9,PC1,10,481.1710945260079,positive,Anaerotruncus colihominis et rel.
10,PC1,11,167.35100515149895,negative,Anaerovorax odorimutans et rel.
11,PC1,12,0.7601074852041426,negative,Aneurinibacillus
12,PC1,13,0.1529544081492938,negative,Aquabacterium
13,PC1,14,1.5018281829429552,negative,Asteroleplasma et rel.
14,PC1,15,4.249260829752179,negative,Atopobium
15,PC1,16,5.453606878103907,negative,Bacillus
16,PC1,17,1206.082932423829,negative,Bacteroides fragilis et rel.
17,PC1,18,54.95380162108112,negative,Bacteroides intestinalis et rel.
18,PC1,19,520.6768778439416,negative,Bacteroides ovatus et rel.
19,PC1,20,362.30980988109087,negative,Bacteroides plebeius et rel.
20,PC1,21,99.97055055666792,negative,Bacteroides splachnicus et rel.
21,PC1,22,298.1979600394943,negative,Bacteroides stercoris et rel.
22,PC1,23,1622.2673362027033,negative,Bacteroides uniformis et rel.
23,PC1,24,12299.884510794105,negative,Bacteroides vulgatus et rel.
24,PC1,25,2198.099174825475,negative,Bifidobacterium
25,PC1,26,11.307995275267146,negative,Bilophila et rel.
26,PC1,27,8.235968735845491,negative,Brachyspira
27,PC1,28,1394.201991327483,negative,Bryantella formatexigens et rel.
28,PC1,29,12.509289151503484,negative,Bulleidia moorei et rel.
29,PC1,30,2.541828617002382,negative,Burkholderia
30,PC1,31,795.6978907782368,negative,Butyrivibrio crossotus et rel.
31,PC1,32,12.328832177861834,negative,Campylobacter
32,PC1,33,379.4486246421734,positive,Catenibacterium mitsuokai et rel.
33,PC1,34,121.89012739520334,negative,Clostridium (sensu stricto)
34,PC1,35,5168.097464664205,positive,Clostridium cellulosi et rel.
35,PC1,36,5.532820197015841,positive,Clostridium colinum et rel.
36,PC1,37,333.063635117698,negative,Clostridium difficile et rel.
37,PC1,38,1.7935334113370542,negative,Clostridium felsineum et rel.
38,PC1,39,2231.1864385295553,negative,Clostridium leptum et rel.
39,PC1,40,795.2866458047396,negative,Clostridium nexile et rel.
40,PC1,41,2410.7668035157376,negative,Clostridium orbiscindens et rel.
41,PC1,42,164.6864403926713,negative,Clostridium ramosum et rel.
42,PC1,43,1586.630238448223,negative,Clostridium sphenoides et rel.
43,PC1,44,280.92086590215513,negative,Clostridium stercorarium et rel.
44,PC1,45,1938.6915866137865,negative,Clostridium symbiosum et rel.
45,PC1,46,1.452637111235833,negative,Clostridium thermocellum et rel.
46,PC1,47,350.9363019269506,negative,Collinsella
47,PC1,48,214.31337126584984,negative,Coprobacillus catenaformis et rel.
48,PC1,49,4862.595762493758,negative,Coprococcus eutactus et rel.
49,PC1,50,5.039008403986903,negative,Corynebacterium
50,PC1,51,0.317416614463366,positive,Desulfovibrio et rel.
51,PC1,52,20.19994172000826,positive,Dialister
52,PC1,53,1739.265134715741,negative,Dorea formicigenerans et rel.
53,PC1,54,30.00474968313192,negative,Eggerthella lenta et rel.
54,PC1,55,28.213405089092724,negative,Enterobacter aerogenes et rel.
55,PC1,56,12.397148928436641,negative,Enterococcus
56,PC1,57,5.517641149707636,negative,Escherichia coli et rel.
57,PC1,58,164.27432375765213,positive,Eubacterium biforme et rel.
58,PC1,59,18.5729089837086,negative,Eubacterium cylindroides et rel.
59,PC1,60,834.0877424502405,negative,Eubacterium hallii et rel.
60,PC1,61,4.686912488577818,negative,Eubacterium limosum et rel.
61,PC1,62,486.5041895255091,negative,Eubacterium rectale et rel.
62,PC1,63,7.309939514721977,negative,Eubacterium siraeum et rel.
63,PC1,64,1503.8162455507334,negative,Eubacterium ventriosum et rel.
64,PC1,65,1349.7045003337628,negative,Faecalibacterium prausnitzii et rel.
65,PC1,66,11.868480125867093,negative,Fusobacteria
66,PC1,67,1.9627391811132888,negative,Gemella
67,PC1,68,2.9112247765458448,negative,Granulicatella
68,PC1,69,9.210055621950648,negative,Haemophilus
69,PC1,70,7.68451090863483,negative,Helicobacter
70,PC1,71,12.9742006629842,negative,Klebisiella pneumoniae et rel.
71,PC1,72,581.683677249399,positive,Lachnobacillus bovis et rel.
72,PC1,73,1985.8310462502873,negative,Lachnospira pectinoschiza et rel.
73,PC1,74,33.517108593722135,positive,Lactobacillus catenaformis et rel.
